-18.63010257,66.25470531,0
-17.74118039,66.12228332,0
-17.44645753,66.06449194,0
-17.30860329,66.03940814,0
-17.21353140,65.99690228,0
-17.13272029,65.96400827,0
-17.08043075,65.92525514,0
-21.52000848,63.92916700,1
-21.23275568,64.18084898,1
-21.14719344,64.27390757,1
-20.96636202,64.42926655,1
-20.64865203,64.65791818,1
-20.54772643,64.72094451,1
-20.69914836,63.95120622,2
-20.67321534,64.02421587,2
-20.58324672,63.94737367,3
-20.56327064,64.04165796,3
-20.52486892,64.09425718,3
-20.26454584,63.94048160,4
-20.27053336,64.01523136,4
-16.32350081,66.13214507,5
-16.62194754,65.49970506,5
-16.86837519,65.07581282,5
-17.02462693,64.88103145,5
-22.40331825,63.96304261,6
-22.43659341,63.94843264,6
-22.46986857,63.93903649,6
-22.63149079,63.86689457,6
-22.72893948,63.82498819,6
-21.80911893,64.07653123,7
-22.05155225,63.92023474,7
-22.07532023,63.90455697,7
-22.20129048,63.83966253,7
-17.16336804,64.81495078,8
-19.38129974,63.97962612,8
-16.09187425,65.06443163,9
-16.40088948,64.88492441,9
-16.60380407,64.74335270,9
-19.07709697,65.23372953,10
-19.02384852,65.12263194,10
-18.94875958,65.03554334,10
-19.21428937,65.06917950,11
-19.15486349,64.94625513,11
-17.06560572,66.19757781,12
-17.02684976,65.92087938,12
-17.08586228,65.75703847,12
-17.13728425,65.61085854,12
-16.50270513,65.22405543,13
-16.39684426,65.35236359,13
-16.28817988,65.58036060,13
-16.21500078,65.83813275,13
-16.06891552,66.09467139,13
-19.94336941,64.00841501,14
-19.96892093,63.92638587,14
-21.08104872,65.47219586,15
-21.00974480,65.33865276,15
-20.23728569,65.89789869,16
-20.34424157,65.59033101,16
-21.30684446,64.68608034,17
-21.33061244,64.49741799,17
-16.22049829,64.12652624,18
-15.43615519,64.31259605,18
-14.81818790,64.43082027,19
-15.07963560,64.30229163,19
-14.40224838,64.89361548,20
-14.55674020,64.72162628,20
-15.88774667,64.92888894,21
-15.98281856,64.77232531,21
-17.88425638,66.08646796,22
-18.09816814,65.97542904,22
-18.26454395,66.14901525,23
-18.33584787,65.98993984,23
-18.58541158,66.17303086,24
-18.72801942,66.02859500,24
-18.81120732,66.22578507,25
-18.81120732,66.09128477,25
-19.53613049,65.79578305,26
-19.52424651,65.64429761,26
-19.58366644,65.85904534,27
-19.69062231,65.69815216,27
-18.24077598,65.82500037,28
-18.31207989,65.68347566,28
-18.00309625,65.79091027,29
-18.02686422,65.64919811,29
-14.66369608,65.78116195,30
-14.75876797,65.64429761,30
-14.55674020,65.39314131,31
-14.60427614,65.21937585,31
-15.84021073,64.79257830,32
-15.69760289,64.92888894,32
-19.47671056,64.30744432,33
-19.61931840,64.16280452,33
-20.39177751,64.09539284,34
-20.05902589,64.14726249,34
-20.22540170,64.32804545,35
-20.04714191,64.44107662,35
-19.64150184,64.13447697,36
-19.90770313,64.09296989,36
-14.93528478,64.69099184,37
-14.63105473,64.59735101,37
-17.88251340,65.86763052,38
-19.60331463,66.16134611,38
-18.29517104,66.08080968,39
-17.98479909,66.03433778,39
-16.58806687,66.27176015,40
-16.61183485,66.22197713,40
-17.07768711,66.30807794,41
-17.08719430,66.26410762,41
-17.07768711,66.23538992,41
-17.06817992,66.22772634,41
-17.37716357,66.44902736,42
-17.40568514,66.40340088,42
-17.73843675,66.58918573,43
-17.67664002,66.51731110,43
-18.12823151,66.82882968,44
-17.99275406,66.72761761,44
