0		
451114.3713	5243050.767	0
451134.4797	5243102.625	0
451163.0547	5243156.6	0
451213.8548	5243223.275	0
451256.1882	5243246.559	0
451351.4384	5243329.638	0
451416.6429	5243369.066	0
451584.2722	5243453.463	0
451625.5473	5243468.28	0
451735.3496	5243495.797	0
451822.6623	5243512.465	0
451868.6999	5243529.928	0
451932.9938	5243545.803	0
451987.7626	5243567.234	0
452025.7738	5243594.616	0
452025.7738	5243594.616	0
452034.2168	5243599.619	0
452068.0835	5243617.611	0
452098.9124	5243634.271	0
452107.8064	5243639.078	0
452158.0773	5243665.536	0
452221.5774	5243691.994	0
452282.4317	5243721.099	0
452327.411	5243735.651	0
452363.1298	5243740.942	0
452398.8486	5243742.265	0
452432.2305	5243743.758	0
452475.9205	5243747.9	0
452475.9205	5243747.9	0
452599.7462	5243793.946	0
452739.1815	5243845.796	0
453208.8178	5244001.901	0
453226.0158	5244004.546	0
453298.7764	5244023.067	0
453491.8123	5244093.733	0
453711.4169	5244179.723	0
END		
1		
440273.9193	5233384.48	0
442106.1626	5234647.868	0
443442.3111	5235712.818	0
444044.2393	5236546.257	0
444746.0486	5237139.905	0
445611.2378	5237929.688	0
446476.4601	5238959.138	0
446530.4353	5239033.221	0
446636.798	5239195.147	0
446691.8314	5239252.297	0
446902.5908	5239449.944	0
447217.9748	5239787.553	0
447313.0743	5239920.106	0
447357.8224	5239959.571	0
447408.6225	5240023.071	0
447449.8976	5240077.84	0
447481.6477	5240123.083	0
447503.079	5240144.515	0
447526.8915	5240168.327	0
447550.7041	5240187.377	0
447742.792	5240377.878	0
448023.78	5240556.472	0
448344.5332	5240790.299	0
448528.2205	5240931.058	0
448715.6227	5241073.425	0
448756.6332	5241108.482	0
448783.7531	5241127.003	0
448815.1062	5241145.524	0
448838.2573	5241158.753	0
449126.6537	5241338.67	0
449213.3208	5241446.202	0
449327.0918	5241552.036	0
449450.3886	5241661.132	0
449519.445	5241723.044	0
449541.293	5241729.676	0
449680.1996	5241797.145	0
449844.0887	5241857.366	0
450030.7732	5241926.791	0
450247.732	5242043.208	0
450347.5724	5242086.059	0
450388.9252	5242103.807	0
450410.5426	5242117.065	0
450535.0978	5242191.63	0
450615.9686	5242262.188	0
450672.6814	5242310.031	0
450784.9288	5242410.753	0
450865.6269	5242474.253	0
450883.6961	5242487.966	0
450947.1872	5242519.714	0
450962.3732	5242530.931	0
450977.1899	5242543.631	0
450996.2399	5242557.389	0
451007.8816	5242573.264	0
451034.34	5242589.139	0
451050.215	5242600.781	0
451081.7724	5242621.212	0
451065.0317	5242611.364	0
END		
2		
455312.8596	5243707.058	0
455973.261	5243823.475	0
456320.395	5243922.959	0
456707.7458	5244069.009	0
457054.8798	5244215.059	0
END		
3		
454330.2745	5241822.582	0
463035.0835	5246346.966	0
END		
4		
455098.8906	5243775.211	0
457067.3945	5244558.379	0
460962.5508	5246855.263	0
463672.7306	5248416.012	0
466948.7607	5250360.999	0
469991.4751	5252643.035	0
472835.7517	5253469.859	0
480471.1601	5256903.862	0
END
